chrom	trans_id	strand	gene_id	gene_name	transcript_biotype	gene_start	gene_stop	CDS_start	CDS_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
8	ENST00000292427	-	ENSG00000160882	CYP11B1	protein_coding	142872357	142879825	13	1524	1512	12	2016	3540
8	ENST00000381237	+	ENSG00000104635	SLC39A14	protein_coding	22367278	22422736	147	1625	1479	146	3038	4663
2	ENST00000338983	+	ENSG00000091436	MAP3K20	protein_coding	173075842	173227146	196	1563	1368	195	5616	7179
10	ENST00000311787	-	ENSG00000172538	FAM170B	protein_coding	49131154	49134021	104	955	852	103	459	1414
17	ENST00000331427	+	ENSG00000183034	OTOP2	protein_coding	74924273	74933912	95	1783	1689	94	367	2150
12	ENST00000537054	-	ENSG00000187950	OVCH1	protein_coding	29439853	29497686	1	3273	3273	0	881	4154
9	ENST00000419060	-	ENSG00000187024	PTRH1	protein_coding	127713510	127724873	1458	2102	645	1457	590	2692
14	ENST00000329886	+	ENSG00000185347	TEDC1	protein_coding	105489855	105499575	254	1318	1065	253	629	1947
5	ENST00000380007	+	ENSG00000178015	GPR150	protein_coding	95620087	95622142	190	1494	1305	189	562	2056
2	ENST00000321348	+	ENSG00000071967	CYBRD1	protein_coding	171522474	171558129	73	933	861	72	3302	4235
16	ENST00000248114	+	ENSG00000127554	GFER	protein_coding	1984193	1987749	27	644	618	26	1721	2365
3	ENST00000323830	-	ENSG00000178772	CPN2	protein_coding	194339768	194351328	91	1728	1638	90	1297	3025
6	ENST00000211413	-	ENSG00000204314	PRRT1	protein_coding	32148363	32151939	113	1033	921	112	859	1892
12	ENST00000610966	-	ENSG00000166111	SVOP	protein_coding	108907741	109021068	201	1847	1647	200	4794	6641
10	ENST00000263556	-	ENSG00000122884	P4HA1	protein_coding	73007224	73096974	242	1846	1605	241	998	2844
8	ENST00000220763	+	ENSG00000104324	CPQ	protein_coding	96645242	97143501	196	1614	1419	195	318	1932
21	ENST00000291582	+	ENSG00000160224	AIRE	protein_coding	44285876	44298648	132	1769	1638	131	921	2690
6	ENST00000366963	+	ENSG00000175003	SLC22A1	protein_coding	160121815	160158718	122	1786	1665	121	136	1922
14	ENST00000337537	-	ENSG00000154001	PPP2R5E	protein_coding	63371364	63543377	607	2010	1404	606	4645	6655
1	ENST00000372470	+	ENSG00000117400	MPL	protein_coding	43337818	43354466	32	1939	1908	31	1694	3633
3	ENST00000618897	+	ENSG00000169282	KCNAB1	protein_coding	156290987	156539138	1132	2046	915	1131	2391	4437
2	ENST00000264712	-	ENSG00000084731	KIF3C	protein_coding	25926598	25982497	581	2962	2382	580	2380	5342
16	ENST00000219478	-	ENSG00000103199	ZNF500	protein_coding	4748239	4767162	245	1687	1443	244	4137	5824
1	ENST00000393300	+	ENSG00000116774	OLFML3	protein_coding	113979391	113982254	439	1476	1038	438	485	1961
1	ENST00000370812	-	ENSG00000142892	PIGK	protein_coding	77088989	77219430	29	1216	1188	28	3385	4601
10	ENST00000374056	+	ENSG00000204149	AGAP6	protein_coding	49988318	50010499	399	2390	1992	398	313	2703
5	ENST00000399810	-	ENSG00000215217	C5orf49	protein_coding	7830378	7851133	113	556	444	112	1472	2028
11	ENST00000640961	+	ENSG00000109911	ELP4	protein_coding	31509767	31790324	19	1293	1275	18	6800	8093
4	ENST00000504360	-	ENSG00000188848	BEND4	protein_coding	42110940	42152878	593	1906	1314	592	6786	8692
7	ENST00000684207	-	ENSG00000164610	RP9	protein_coding	33095330	33109398	27	497	471	26	1159	1656
6	ENST00000503680	-	ENSG00000137434	C6orf52	protein_coding	10671422	10694797	367	648	282	366	34	682
19	ENST00000602198	+	ENSG00000131126	TEX101	protein_coding	43401496	43418597	443	1246	804	442	200	1446
6	ENST00000458640	-	ENSG00000198563	DDX39B	protein_coding	31530219	31542448	502	1788	1287	501	215	2003
X	ENST00000371437	+	ENSG00000125356	NDUFA1	protein_coding	119871832	119876662	81	293	213	80	128	421
X	ENST00000612152	-	ENSG00000000003	TSPAN6	protein_coding	100627109	100637104	490	879	390	489	2917	3796
5	ENST00000380707	+	ENSG00000172062	SMN1	protein_coding	70925087	70953015	18	902	885	17	580	1482
22	ENST00000341976	-	ENSG00000187792	ZNF70	protein_coding	23738682	23751112	482	1822	1341	481	5118	6940
11	ENST00000323646	-	ENSG00000176485	PLAAT3	protein_coding	63573195	63614369	356	844	489	355	1750	2594
17	ENST00000261647	+	ENSG00000011295	TTC19	protein_coding	15999824	16029404	26	1168	1143	25	1882	3050
17	ENST00000409122	+	ENSG00000180336	MEIOC	protein_coding	44656468	44675801	147	3005	2859	146	1605	4610
7	ENST00000223357	+	ENSG00000106624	AEBP1	protein_coding	44104345	44114560	322	3798	3477	321	299	4097
10	ENST00000619168	+	ENSG00000183049	CAMK1D	protein_coding	12349547	12835545	273	1430	1158	272	6658	8088
12	ENST00000266970	+	ENSG00000123374	CDK2	protein_coding	55966830	55972789	180	1076	897	179	1164	2240
5	ENST00000613459	+	ENSG00000113716	HMGXB3	protein_coding	150000046	150053142	1	4617	4617	0	950	5567
7	ENST00000492758	+	ENSG00000128524	ATP6V1F	protein_coding	128862904	128865844	2	445	444	1	266	711
14	ENST00000216373	-	ENSG00000100485	SOS2	protein_coding	50117130	50231578	296	4294	3999	295	1214	5508
17	ENST00000360943	+	ENSG00000159202	UBE2Z	protein_coding	48908407	48929056	98	1162	1065	97	1922	3084
1	ENST00000617690	-	ENSG00000116983	HPCAL4	protein_coding	39678648	39691485	295	870	576	294	3888	4758
6	ENST00000374516	+	ENSG00000112511	PHF1	protein_coding	33411014	33416439	219	1922	1704	218	341	2263
8	ENST00000297578	-	ENSG00000164933	SLC25A32	protein_coding	103398638	103415107	171	1118	948	170	1773	2891
18	ENST00000321925	+	ENSG00000141469	SLC14A1	protein_coding	45724181	45752520	179	1348	1170	178	2569	3917
2	ENST00000272452	+	ENSG00000198075	SULT1C4	protein_coding	108377954	108388989	385	1293	909	384	1557	2850
X	ENST00000684689	-	ENSG00000147124	ZNF41	protein_coding	47445178	47483222	408	2747	2340	407	2252	4999
17	ENST00000316199	-	ENSG00000178999	AURKB	protein_coding	8204733	8210582	79	1116	1038	78	138	1254
15	ENST00000562767	-	ENSG00000260007	ENSG00000260007	protein_coding	68191130	68229718	135	413	279	134	2976	3389
10	ENST00000355044	+	ENSG00000107518	ATRNL1	protein_coding	115093365	115948999	387	4526	4140	386	4220	8746
12	ENST00000552374	-	ENSG00000198270	TMEM116	protein_coding	111931298	112013165	198	1211	1014	197	323	1534
1	ENST00000272102	+	ENSG00000143761	ARF1	protein_coding	228082708	228099212	96	641	546	95	1199	1840
22	ENST00000303434	+	ENSG00000170638	TRABD	protein_coding	50185917	50199598	120	1250	1131	119	1079	2329
1	ENST00000367721	+	ENSG00000117560	FASLG	protein_coding	172659103	172666876	100	945	846	99	860	1805
X	ENST00000369449	-	ENSG00000155962	CLIC2	protein_coding	155276211	155334614	188	931	744	187	1692	2623
22	ENST00000215957	+	ENSG00000100139	MICALL1	protein_coding	37906297	37942822	127	2718	2592	126	1992	4710
11	ENST00000356404	-	ENSG00000110697	PITPNM1	protein_coding	67491768	67505363	218	3952	3735	217	265	4217
1	ENST00000372638	-	ENSG00000179862	CITED4	protein_coding	40861054	40862363	237	791	555	236	519	1310
17	ENST00000398472	-	ENSG00000198443	KRTAP4-1	protein_coding	41184100	41184911	58	498	441	57	314	812
16	ENST00000379047	-	ENSG00000181019	NQO1	protein_coding	69709401	69726668	230	952	723	229	1575	2527
10	ENST00000388920	+	ENSG00000186766	FOXI2	protein_coding	127737185	127741183	90	1046	957	89	2218	3264
12	ENST00000550746	+	ENSG00000121749	TBC1D15	protein_coding	71839718	71927248	65	2140	2076	64	4044	6184
2	ENST00000651166	+	ENSG00000286095	SPEGNB	protein_coding	219496131	219498287	88	804	717	87	98	902
9	ENST00000399703	-	ENSG00000180071	ANKRD18A	protein_coding	38571364	38620596	312	3290	2979	311	681	3971
7	ENST00000611405	+	ENSG00000087087	SRRT	protein_coding	100875103	100888664	245	2875	2631	244	115	2990
11	ENST00000524725	+	ENSG00000149582	TMEM25	protein_coding	118531390	118535829	413	1381	969	412	1249	2630
7	ENST00000413834	-	ENSG00000248919	ATP5MF-PTCD1	protein_coding	99419749	99466164	24	2273	2250	23	218	2491
6	ENST00000374677	+	ENSG00000112473	SLC39A7	protein_coding	33200867	33204437	380	1789	1410	379	624	2413
16	ENST00000571589	+	ENSG00000186260	MRTFB	protein_coding	14071319	14266773	176	3475	3300	175	5329	8804
3	ENST00000453386	-	ENSG00000136527	TRA2B	protein_coding	185914558	185938014	155	1021	867	154	3157	4178
1	ENST00000372086	-	ENSG00000070759	TESK2	protein_coding	45343883	45491163	399	2114	1716	398	957	3071
20	ENST00000372176	-	ENSG00000062598	ELMO2	protein_coding	46366050	46406559	470	2368	1899	469	1310	3678
6	ENST00000321897	+	ENSG00000137411	VARS2	protein_coding	30914205	30926459	633	3824	3192	632	249	4073
12	ENST00000449592	+	ENSG00000188735	TMEM120B	protein_coding	121712752	121782068	145	1164	1020	144	6346	7510
19	ENST00000357324	-	ENSG00000105726	ATP13A1	protein_coding	19645198	19663676	11	3625	3615	10	224	3849
9	ENST00000356493	-	ENSG00000165283	STOML2	protein_coding	35099778	35103131	38	1108	1071	37	257	1365
11	ENST00000616540	-	ENSG00000086848	ALG9	protein_coding	111782195	111871581	100	1956	1857	99	4202	6158
12	ENST00000684171	-	ENSG00000184752	NDUFA12	protein_coding	94971328	95003713	34	432	399	33	266	698
2	ENST00000404735	+	ENSG00000143947	RPS27A	protein_coding	55232678	55235755	148	618	471	147	178	796
X	ENST00000651767	+	ENSG00000102103	PQBP1	protein_coding	48890197	48903105	1133	1930	798	1132	21	1951
3	ENST00000640551	+	ENSG00000283473	FAM240A	protein_coding	46612525	46626543	160	411	252	159	1325	1736
12	ENST00000550402	-	ENSG00000174600	CMKLR1	protein_coding	108288046	108339311	572	1693	1122	571	3795	5488
1	ENST00000367306	-	ENSG00000159176	CSRP1	protein_coding	201483530	201509456	365	946	582	364	1183	2129
2	ENST00000335459	-	ENSG00000186854	TRABD2A	protein_coding	84821650	84881245	207	1577	1371	206	267	1844
5	ENST00000314890	-	ENSG00000177721	ANXA2R	protein_coding	43039233	43043170	1421	2002	582	1420	232	2234
19	ENST00000593562	-	ENSG00000105737	GRIK5	protein_coding	41998324	42070206	1017	3959	2943	1016	547	4506
6	ENST00000515794	+	ENSG00000130396	AFDN	protein_coding	167826893	167972022	241	5913	5673	240	2087	8000
17	ENST00000392619	-	ENSG00000186407	CD300E	protein_coding	74609885	74623738	118	735	618	117	2768	3503
9	ENST00000259466	+	ENSG00000136939	OR1L4	protein_coding	122723990	122724925	1	936	936	0	0	936
16	ENST00000252951	+	ENSG00000130656	HBZ	protein_coding	152644	154503	267	695	429	266	103	798
1	ENST00000679369	+	ENSG00000163382	NAXE	protein_coding	156591766	156599383	40	603	564	39	2666	3269
16	ENST00000411466	+	ENSG00000080603	SRCAP	protein_coding	30698209	30741409	537	10229	9693	536	1676	11905
12	ENST00000308742	+	ENSG00000175548	ALG10B	protein_coding	38316774	38329721	121	1542	1422	120	8508	10050
11	ENST00000533986	+	ENSG00000149196	HIKESHI	protein_coding	86302211	86345638	239	823	585	238	871	1694
1	ENST00000368908	-	ENSG00000163155	LYSMD1	protein_coding	151159748	151165902	645	1328	684	644	1134	2462
15	ENST00000290759	+	ENSG00000159556	ISL2	protein_coding	76336773	76342475	112	1191	1080	111	640	1831
4	ENST00000511833	-	ENSG00000182903	ZNF721	protein_coding	439988	499156	195	2966	2772	194	1707	4673
10	ENST00000355577	-	ENSG00000156042	CFAP70	protein_coding	73253762	73358864	127	3492	3366	126	213	3705
X	ENST00000393758	-	ENSG00000067840	PDZD4	protein_coding	153802166	153830544	247	2574	2328	246	1187	3761
19	ENST00000641244	-	ENSG00000174667	OR7D4	protein_coding	9210276	9219589	407	1345	939	406	3623	4968
19	ENST00000354308	-	ENSG00000129990	SYT5	protein_coding	55171196	55180289	219	1379	1161	218	2288	3667
17	ENST00000359238	+	ENSG00000002919	SNX11	protein_coding	48107766	48123601	87	899	813	86	2093	2992
12	ENST00000257575	+	ENSG00000135119	RNFT2	protein_coding	116738315	116853631	210	1544	1335	209	4183	5727
6	ENST00000259963	+	ENSG00000137414	FAM8A1	protein_coding	17600302	17611715	109	1350	1242	108	3376	4726
10	ENST00000452267	-	ENSG00000189090	FAM25G	protein_coding	47487219	47491700	27	296	270	26	56	352
1	ENST00000366618	+	ENSG00000183780	SLC35F3	protein_coding	233904676	234324511	403	1875	1473	402	1268	3143
1	ENST00000326637	+	ENSG00000116783	TNNI3K	protein_coding	74235387	74544428	66	2573	2508	65	446	3019
4	ENST00000643663	-	ENSG00000164112	SMIM43	protein_coding	121758881	121765170	66	257	192	65	2208	2465
9	ENST00000298743	-	ENSG00000180447	GAS1	protein_coding	86944362	86947506	728	1765	1038	727	1380	3145
19	ENST00000262259	+	ENSG00000105497	ZNF175	protein_coding	51571283	51592510	374	2509	2136	373	4043	6552
15	ENST00000358632	-	ENSG00000140459	CYP11A1	protein_coding	74337759	74366206	697	1788	1092	696	213	2001
16	ENST00000393207	+	ENSG00000172530	BANP	protein_coding	87970018	88077318	222	1781	1560	221	657	2438
2	ENST00000337130	+	ENSG00000169764	UGP2	protein_coding	63841896	63891560	291	1817	1527	290	333	2150
4	ENST00000515777	+	ENSG00000187821	HELT	protein_coding	185018490	185020953	440	1168	729	439	181	1349
1	ENST00000388718	-	ENSG00000143520	FLG2	protein_coding	152348735	152360006	74	7249	7176	73	1875	9124
X	ENST00000380492	+	ENSG00000130150	MOSPD2	protein_coding	14873421	14922327	109	1665	1557	108	2518	4183
X	ENST00000652409	+	ENSG00000286237	ARMCX5-GPRASP2	protein_coding	102712495	102753530	1048	2691	1644	1047	2891	5582
7	ENST00000625377	-	ENSG00000289346	ENSG00000289346	protein_coding	74796150	74890585	985	3834	2850	984	512	4346
8	ENST00000396113	+	ENSG00000156170	NDUFAF6	protein_coding	94895813	95058710	1051	1776	726	1050	773	2549
19	ENST00000396147	-	ENSG00000196724	ZNF418	protein_coding	57921882	57935402	323	2353	2031	322	1373	3726
10	ENST00000677363	-	ENSG00000150093	ITGB1	protein_coding	32900277	32958199	1015	3444	2430	1014	1365	4809
18	ENST00000584307	-	ENSG00000176105	YES1	protein_coding	721588	812546	172	1803	1632	171	2836	4639
19	ENST00000618265	+	ENSG00000204936	CD177	protein_coding	43353686	43363172	30	1343	1314	29	852	2195
7	ENST00000265827	-	ENSG00000048405	ZNF800	protein_coding	127370043	127392708	708	2702	1995	707	1771	4473
12	ENST00000290855	+	ENSG00000069493	CLEC2D	protein_coding	9669713	9699553	23	598	576	22	4679	5277
9	ENST00000375344	+	ENSG00000148110	MFSD14B	protein_coding	94374569	94461042	252	1772	1521	251	1630	3402
1	ENST00000368655	-	ENSG00000143614	GATAD2B	protein_coding	153804725	153922972	242	2023	1782	241	5452	7475
4	ENST00000699794	-	ENSG00000071127	WDR1	protein_coding	10074433	10116950	285	2264	1980	284	945	3209
10	ENST00000343959	+	ENSG00000188100	FAM25A	protein_coding	87020294	87024730	32	301	270	31	56	357
17	ENST00000587070	-	ENSG00000108849	PPY	protein_coding	43940804	43941514	1	397	397	0	124	521
19	ENST00000222033	+	ENSG00000105428	ZNRF4	protein_coding	5455417	5456856	76	1365	1290	75	75	1440
3	ENST00000454309	-	ENSG00000114279	FGF12	protein_coding	192139390	192409597	1375	2106	732	1374	4619	6725
9	ENST00000619315	+	ENSG00000148386	LCN9	protein_coding	135663309	135666961	14	487	474	13	1110	1597
14	ENST00000416007	-	ENSG00000151332	MBIP	protein_coding	36298564	36320637	50	1084	1035	49	519	1603
17	ENST00000417379	-	ENSG00000181409	AATK	protein_coding	81110487	81131948	168	3983	3816	167	7915	11898
5	ENST00000621999	+	ENSG00000085365	SCAMP1	protein_coding	78360617	78480739	56	1072	1017	55	5071	6143
12	ENST00000388887	+	ENSG00000136011	STAB2	protein_coding	103587273	103766719	205	7860	7656	204	383	8243
13	ENST00000382758	-	ENSG00000150456	EEF1AKMT1	protein_coding	20728731	20773961	61	705	645	60	349	1054
3	ENST00000396203	+	ENSG00000188846	RPL14	protein_coding	40457339	40468587	134	781	648	133	6355	7136
1	ENST00000286031	+	ENSG00000000460	C1orf112	protein_coding	169795409	169854080	701	3262	2562	700	1093	4355
12	ENST00000261170	-	ENSG00000070019	GUCY2C	protein_coding	14612632	14696599	152	3373	3222	151	485	3858
12	ENST00000543473	+	ENSG00000111707	SUDS3	protein_coding	118376555	118418033	138	1124	987	137	3600	4724
4	ENST00000682701	-	ENSG00000163749	CCDC158	protein_coding	76313039	76421141	294	3647	3354	293	131	3778
3	ENST00000305579	+	ENSG00000168811	IL12A	protein_coding	159988835	159996019	223	984	762	222	460	1444
9	ENST00000373555	-	ENSG00000136935	GOLGA1	protein_coding	124878275	124941083	319	2622	2304	318	2255	4877
20	ENST00000372568	+	ENSG00000175063	UBE2C	protein_coding	45813006	45816957	302	724	423	301	190	914
12	ENST00000323346	+	ENSG00000179520	SLC17A8	protein_coding	100357074	100422055	319	2088	1770	318	1896	3984
17	ENST00000264639	+	ENSG00000108344	PSMD3	protein_coding	39980807	39997959	165	1769	1605	164	378	2147
11	ENST00000641224	+	ENSG00000234560	OR10G8	protein_coding	124026798	124030634	98	1033	936	97	76	1109
2	ENST00000409719	+	ENSG00000125611	CHCHD5	protein_coding	112584595	112589275	54	530	477	53	2742	3272
12	ENST00000613694	+	ENSG00000198001	IRAK4	protein_coding	43758951	43789541	76	1458	1383	75	2826	4284
14	ENST00000570145	+	ENSG00000131951	LRRC9	protein_coding	59920144	60066817	164	4648	4485	163	3455	8103
3	ENST00000283871	-	ENSG00000113924	HGD	protein_coding	120628172	120682239	129	1466	1338	128	208	1674
5	ENST00000296585	+	ENSG00000164171	ITGA2	protein_coding	52989352	53094779	118	3663	3546	117	4180	7843
7	ENST00000258787	-	ENSG00000136286	MYO1G	protein_coding	44962662	44979015	55	3111	3057	54	77	3188
11	ENST00000636011	+	ENSG00000247595	SPTY2D1OS	protein_coding	18602977	18609773	148	270	123	147	583	853
10	ENST00000696687	+	ENSG00000119946	CNNM1	protein_coding	99329356	99394330	33	2951	2919	32	2814	5765
1	ENST00000640271	-	ENSG00000284188	ENSG00000284188	protein_coding	244729701	244731015	93	641	549	92	674	1315
16	ENST00000053243	+	ENSG00000048462	TNFRSF17	protein_coding	11965210	11968068	116	670	555	115	221	891
3	ENST00000264731	+	ENSG00000073282	TP63	protein_coding	189631389	189897276	128	2170	2043	127	2774	4944
5	ENST00000467963	-	ENSG00000028310	BRD9	protein_coding	863741	892801	145	1938	1794	144	727	2665
2	ENST00000406610	+	ENSG00000116117	PARD3B	protein_coding	204545475	205620162	526	4143	3618	525	4349	8492
16	ENST00000566860	+	ENSG00000091651	ORC6	protein_coding	46690786	46698385	288	899	612	287	800	1699
16	ENST00000336257	-	ENSG00000135702	CHST5	protein_coding	75528530	75536108	1700	2935	1236	1699	619	3554
2	ENST00000335390	-	ENSG00000186889	TMEM17	protein_coding	62500218	62506195	67	663	597	66	991	1654
5	ENST00000598383	-	ENSG00000269466	H3Y1	protein_coding	17654868	17655849	312	722	411	311	260	982
19	ENST00000651268	-	ENSG00000174652	ZNF266	protein_coding	9412611	9435571	1340	2989	1650	1339	664	3653
8	ENST00000260129	+	ENSG00000137574	TGS1	protein_coding	55773446	55826445	174	2735	2562	173	1742	4477
2	ENST00000272895	-	ENSG00000144452	ABCA12	protein_coding	214931542	215138626	419	8206	7788	418	1092	9298
13	ENST00000697147	-	ENSG00000132958	TPTE2	protein_coding	19422877	19561532	348	1916	1569	347	185	2101
16	ENST00000615541	+	ENSG00000281991	TMEM265	protein_coding	30740642	30745196	70	396	327	69	1253	1649
19	ENST00000358049	+	ENSG00000167751	KLK2	protein_coding	50873458	50880567	17	688	672	16	2159	2847
9	ENST00000358855	-	ENSG00000198000	NOL8	protein_coding	92297359	92325594	646	3945	3300	645	477	4422
13	ENST00000379483	-	ENSG00000120696	KBTBD7	protein_coding	41189834	41194569	313	2367	2055	312	2369	4736
13	ENST00000643687	+	ENSG00000283361	CFAP97D2	protein_coding	114154691	114179420	1248	1340	93	1247	-3	1337
3	ENST00000683177	+	ENSG00000182923	CEP63	protein_coding	134486195	134567117	460	1947	1488	459	5582	7529
11	ENST00000524827	-	ENSG00000176102	CSTF3	protein_coding	33084595	33161494	170	2419	2250	169	492	2911
12	ENST00000256958	+	ENSG00000134538	SLCO1B1	protein_coding	21131194	21239796	105	2180	2076	104	607	2787
20	ENST00000537548	-	ENSG00000124159	MATN4	protein_coding	45293445	45308529	246	1991	1746	245	322	2313
X	ENST00000329312	+	ENSG00000183035	CYLC1	protein_coding	83861146	83886698	38	1993	1956	37	114	2107
6	ENST00000274963	+	ENSG00000146192	FGD2	protein_coding	37005655	37029069	164	2131	1968	163	906	3037
22	ENST00000540643	+	ENSG00000198089	SFI1	protein_coding	31496139	31618551	530	4093	3564	529	133	4226
19	ENST00000339852	+	ENSG00000188505	NCCRP1	protein_coding	39196964	39201884	20	847	828	19	1128	1975
1	ENST00000310833	-	ENSG00000174059	CD34	protein_coding	207880972	207911125	46	1203	1158	45	6766	7969
